step,kind,scheduled_seq_ids,scheduled_labels,num_scheduled_seqs,prefill_tokens,decode_tokens,new_output_tokens,finished_seq_ids,step_latency_s,elapsed_s,waiting,running,used_kv_blocks,free_kv_blocks,phase
70,decode,1 2 3 4 6 7 8 9,initial_short_0 initial_short_1 initial_short_2 initial_short_3 late_short_0 late_short_1 late_short_2 late_short_3,8,0,8,8,,0.0026698037981987,47.14226255565882,0,8,8,705,main
71,decode,1 2 3 4 6 7 8 9,initial_short_0 initial_short_1 initial_short_2 initial_short_3 late_short_0 late_short_1 late_short_2 late_short_3,8,0,8,8,,0.0028460323810577393,47.145157381892204,0,8,8,705,main
72,decode,1 2 3 4 6 7 8 9,initial_short_0 initial_short_1 initial_short_2 initial_short_3 late_short_0 late_short_1 late_short_2 late_short_3,8,0,8,8,1 2 3 4,0.0026673898100852966,47.14789950847626,0,4,4,709,main
73,decode,6 7 8 9,late_short_0 late_short_1 late_short_2 late_short_3,4,0,4,4,6 7 8,0.002731040120124817,47.15068060159683,0,1,1,712,main
74,decode,9,late_short_3,1,0,1,1,,0.0031782016158103943,47.15389557182789,0,1,1,712,main
75,decode,9,late_short_3,1,0,1,1,,0.002421632409095764,47.15635576099157,0,1,1,712,main
76,decode,9,late_short_3,1,0,1,1,,0.002414107322692871,47.15880275517702,0,1,1,712,main
77,decode,9,late_short_3,1,0,1,1,,0.0024074912071228027,47.161244198679924,0,1,1,712,main
78,decode,9,late_short_3,1,0,1,1,,0.00242546945810318,47.16371428221464,0,1,1,712,main
79,decode,9,late_short_3,1,0,1,1,,0.002629227936267853,47.16638323664665,0,1,1,712,main
80,decode,9,late_short_3,1,0,1,1,,0.002425648272037506,47.16885790973902,0,1,1,712,main
81,decode,9,late_short_3,1,0,1,1,,0.0024261102080345154,47.17132122814655,0,1,1,712,main
82,decode,9,late_short_3,1,0,1,1,,0.002409219741821289,47.173764027655125,0,1,1,712,main
83,decode,9,late_short_3,1,0,1,1,,0.0024577081203460693,47.17626419663429,0,1,1,712,main
84,decode,9,late_short_3,1,0,1,1,,0.0026894882321357727,47.17906255275011,0,1,1,712,main
85,decode,9,late_short_3,1,0,1,1,,0.0025268420577049255,47.18166931718588,0,1,1,712,main
86,decode,9,late_short_3,1,0,1,1,,0.0024253055453300476,47.184130512177944,0,1,1,712,main
87,decode,9,late_short_3,1,0,1,1,,0.0024345144629478455,47.186599746346474,0,1,1,712,main
88,decode,9,late_short_3,1,0,1,1,9,0.0024226605892181396,47.18908217549324,0,0,0,713,main
